times,latitude,longitude
2021-09-01 00:00:00,46.73,-116.997
2021-09-01 01:00:00,46.728955861021525,-116.99696290576603
2021-09-01 02:00:00,46.72863698252874,-116.99741384675153
2021-09-01 03:00:00,46.728576806194006,-116.99879961472763
2021-09-01 04:00:00,46.72907122805651,-117.00034994214158
2021-09-01 05:00:00,46.72957038752404,-116.9985940666467
2021-09-01 06:00:00,46.73017944176526,-116.99884669344254
2021-09-01 07:00:00,46.730076916665936,-116.99725735284973
2021-09-01 08:00:00,46.729675199092576,-116.99740200888643
2021-09-01 09:00:00,46.72861868441553,-116.99670589843845
2021-09-01 10:00:00,46.72825365238405,-116.9977228728753
2021-09-01 11:00:00,46.72821599144782,-116.99715201130046
2021-09-01 12:00:00,46.728074263312806,-116.997863844136
2021-09-01 13:00:00,46.728613031194776,-116.99758000170378
2021-09-01 14:00:00,46.72794533006755,-116.99654243275518
2021-09-01 15:00:00,46.728434059101666,-116.99664709569235
2021-09-01 16:00:00,46.72888554752434,-116.99721263763652
2021-09-01 17:00:00,46.72908625445073,-116.99797623707634
2021-09-01 18:00:00,46.72910708541131,-116.99749149924781
2021-09-01 19:00:00,46.72935685497436,-116.99864022316866
2021-09-01 20:00:00,46.72943109813089,-116.99859154017307
2021-09-01 21:00:00,46.729534752653294,-116.99893118355898
2021-09-01 22:00:00,46.72949674630332,-116.99889145900933
2021-09-01 23:00:00,46.728931601987014,-116.99970833453186
2021-09-02 00:00:00,46.72839697084776,-116.99660275338724
2021-09-02 01:00:00,46.72754518324647,-116.99688703748315
2021-09-02 02:00:00,46.72714743883538,-116.99647507843595
2021-09-02 03:00:00,46.726313177579605,-116.9966194949128
2021-09-02 04:00:00,46.72590443685383,-116.9985337427986
2021-09-02 05:00:00,46.72658406059705,-116.9985876988983
2021-09-02 06:00:00,46.72608442323756,-116.99806881915943
2021-09-02 07:00:00,46.72573397763006,-116.99981595832664
2021-09-02 08:00:00,46.72566688932754,-117.0015602147945
2021-09-02 09:00:00,46.72546733048517,-117.00251034929931
2021-09-02 10:00:00,46.725069946548686,-117.00199725882801
2021-09-02 11:00:00,46.72589592944983,-117.00124611041092
2021-09-02 12:00:00,46.72489053940372,-117.00178434810667
2021-09-02 13:00:00,46.72455788862831,-117.00284365703669
2021-09-02 14:00:00,46.72516422797629,-117.00176391250413
2021-09-02 15:00:00,46.72469553000748,-117.0012730451982
2021-09-02 16:00:00,46.72520615146537,-117.00143727543053
2021-09-02 17:00:00,46.72554625226472,-116.9995152063368
2021-09-02 18:00:00,46.72586243657395,-117.00001838112361
2021-09-02 19:00:00,46.72585218503619,-116.99992743168514
2021-09-02 20:00:00,46.72529973570438,-116.99974106649746
2021-09-02 21:00:00,46.72557274682712,-117.00261281849511
2021-09-02 22:00:00,46.72622450692448,-117.00293145176875
2021-09-02 23:00:00,46.727090655600136,-117.00491210063208
2021-09-03 00:00:00,46.72690765585342,-117.00455322571405
2021-09-03 01:00:00,46.72632230109306,-117.00403647828162
2021-09-03 02:00:00,46.72605270443887,-117.0041994494038
2021-09-03 03:00:00,46.726107346693794,-117.0079919282538
2021-09-03 04:00:00,46.72606804078421,-117.00896829409912
2021-09-03 05:00:00,46.72567589855954,-117.00944070140272
2021-09-03 06:00:00,46.72470141326242,-117.00845592576152
2021-09-03 07:00:00,46.725484514974156,-117.00742076006941
2021-09-03 08:00:00,46.72556241003722,-117.00864020205775
2021-09-03 09:00:00,46.72546153440375,-117.00762836040278
2021-09-03 10:00:00,46.725900614290644,-117.00825903916707
2021-09-03 11:00:00,46.725579762834904,-117.00809946831095
2021-09-03 12:00:00,46.725230361892905,-117.00782824016717
2021-09-03 13:00:00,46.725265386100055,-117.00910666829054
2021-09-03 14:00:00,46.7246787882602,-117.00917339530442
2021-09-03 15:00:00,46.7244795292087,-117.01070992911217
2021-09-03 16:00:00,46.724262610257206,-117.01020063094126
2021-09-03 17:00:00,46.72372406083949,-117.009475138635
2021-09-03 18:00:00,46.72394111601852,-117.00912142073844
2021-09-03 19:00:00,46.7238286858817,-117.00868918629038
2021-09-03 20:00:00,46.72481498378024,-117.00831479951329
2021-09-03 21:00:00,46.72491616616655,-117.00944303860643
2021-09-03 22:00:00,46.72382173404783,-117.01117498220067
2021-09-03 23:00:00,46.72437576482666,-117.0099807787672
2021-09-04 00:00:00,46.72498550117151,-117.0093614436038
2021-09-04 01:00:00,46.725186136274026,-117.0094191909073
2021-09-04 02:00:00,46.72444662813518,-117.00840507172421
2021-09-04 03:00:00,46.72415630368619,-117.00706270408718
2021-09-04 04:00:00,46.7240754082673,-117.00615878856387
2021-09-04 05:00:00,46.72521635934521,-117.00570470517718
2021-09-04 06:00:00,46.72539335054189,-117.00482776760863
2021-09-04 07:00:00,46.72474487827324,-117.0053457652052
2021-09-04 08:00:00,46.72419933090323,-117.00600057044073
2021-09-04 09:00:00,46.724486664732865,-117.00684967556471
2021-09-04 10:00:00,46.72377403056706,-117.00567062100744
2021-09-04 11:00:00,46.723856177105425,-117.00463404294536
2021-09-04 12:00:00,46.72389632358135,-117.00697386348178
2021-09-04 13:00:00,46.723926477108876,-117.00678653972581
2021-09-04 14:00:00,46.72369147795741,-117.00480100856979
2021-09-04 15:00:00,46.723759211170936,-117.00568237596187
2021-09-04 16:00:00,46.72478461349451,-117.00613982842286
2021-09-04 17:00:00,46.724109478216306,-117.008366859457
2021-09-04 18:00:00,46.72413283129651,-117.00788663372462
2021-09-04 19:00:00,46.72398360061944,-117.00925152891371
2021-09-04 20:00:00,46.7237690999441,-117.00887595370922
2021-09-04 21:00:00,46.72316355447656,-117.00742543887952
2021-09-04 22:00:00,46.722692166082275,-117.00766434064015
2021-09-04 23:00:00,46.72140315836498,-117.00754919741281
2021-09-05 00:00:00,46.72082478904921,-117.0065615065902
2021-09-05 01:00:00,46.72107903872973,-117.00632604289152
2021-09-05 02:00:00,46.72211622568136,-117.00534059056328
2021-09-05 03:00:00,46.72237001302135,-117.00479862667707
2021-09-05 04:00:00,46.72310261022261,-117.00386034048823
2021-09-05 05:00:00,46.72261066220096,-117.0042086819904
2021-09-05 06:00:00,46.72228031964807,-117.00514115318458
2021-09-05 07:00:00,46.72268162025405,-117.00376241927067
2021-09-05 08:00:00,46.72292723058338,-117.00430410142556
2021-09-05 09:00:00,46.723403561956175,-117.00338276586936
2021-09-05 10:00:00,46.72254815637067,-117.00365910056803
2021-09-05 11:00:00,46.72270046060706,-117.004245856536
2021-09-05 12:00:00,46.72275529719301,-117.00505654846705
2021-09-05 13:00:00,46.722497593030035,-117.00405768809647
2021-09-05 14:00:00,46.72243952619183,-117.00316150208747
2021-09-05 15:00:00,46.7218226986013,-117.00265185825538
2021-09-05 16:00:00,46.72211007800387,-117.00278606209501
2021-09-05 17:00:00,46.72144948661426,-117.00360586112707
2021-09-05 18:00:00,46.72182906341444,-117.0038192808998
2021-09-05 19:00:00,46.72222171970016,-117.0031887474837
2021-09-05 20:00:00,46.722103263643056,-117.00486130082251
2021-09-05 21:00:00,46.72243202687914,-117.00533477303273
2021-09-05 22:00:00,46.72199598640369,-117.0059523804918
2021-09-05 23:00:00,46.72220060802508,-117.00754047088199
2021-09-06 00:00:00,46.722129634397774,-117.00438701233422
2021-09-06 01:00:00,46.72214770248405,-117.00318929784659
2021-09-06 02:00:00,46.72189213641347,-117.00500482514524
2021-09-06 03:00:00,46.721378012600866,-117.00632049067308
2021-09-06 04:00:00,46.72124198597425,-117.00524715074825
2021-09-06 05:00:00,46.71989236500239,-117.00377285342792
2021-09-06 06:00:00,46.72015230447547,-117.00327604181724
2021-09-06 07:00:00,46.72121451448151,-117.0042170701678
2021-09-06 08:00:00,46.7210626881318,-117.00325310851754
2021-09-06 09:00:00,46.720766243118355,-117.003085984847
2021-09-06 10:00:00,46.72146215400634,-117.00414904722761
2021-09-06 11:00:00,46.72151244964617,-117.00363192489044
2021-09-06 12:00:00,46.72109215449941,-117.00388207077138
2021-09-06 13:00:00,46.72193383559719,-117.00295629062975
2021-09-06 14:00:00,46.72111564428213,-117.00268557811607
2021-09-06 15:00:00,46.72117686462198,-117.00127988637996
2021-09-06 16:00:00,46.721256304879525,-116.99987069795505
2021-09-06 17:00:00,46.721400935719814,-117.00103957266987
2021-09-06 18:00:00,46.72179071455926,-117.00100688625886
2021-09-06 19:00:00,46.7210927619693,-117.00153157230554
2021-09-06 20:00:00,46.72088289442833,-117.00219596979218
2021-09-06 21:00:00,46.72093235441428,-117.0021584280964
2021-09-06 22:00:00,46.72103347736119,-117.00091956094921
2021-09-06 23:00:00,46.721473885780284,-116.99725092396906
2021-09-07 00:00:00,46.72231063421691,-116.99705731289009
2021-09-07 01:00:00,46.72209549105124,-116.99636518962555
2021-09-07 02:00:00,46.72223837174387,-116.99713381261037
2021-09-07 03:00:00,46.7221834833356,-116.99628860221978
2021-09-07 04:00:00,46.72266700172262,-116.99624605620423
2021-09-07 05:00:00,46.722403052650826,-116.99599503935652
