times,latitude,longitude
2021-09-01 00:00:00,46.73,-116.997
2021-09-01 01:00:00,46.730355026438076,-116.99706020993183
2021-09-01 02:00:00,46.73057058302953,-116.99676090777221
2021-09-01 03:00:00,46.73004635550895,-116.99686180818986
2021-09-01 04:00:00,46.72984688916344,-116.99674470199494
2021-09-01 05:00:00,46.73005750070869,-116.9973218604034
2021-09-01 06:00:00,46.729645561427695,-116.99879243324041
2021-09-01 07:00:00,46.7296229856889,-116.99876251943456
2021-09-01 08:00:00,46.72983353873855,-116.99780186109487
2021-09-01 09:00:00,46.7296345761632,-116.99737711861664
2021-09-01 10:00:00,46.72978661162318,-116.99812153436727
2021-09-01 11:00:00,46.729313479309106,-116.99734903423304
2021-09-01 12:00:00,46.72955010137003,-116.99797728486065
2021-09-01 13:00:00,46.729667341245346,-116.9970669767659
2021-09-01 14:00:00,46.729614388993596,-116.99735351702074
2021-09-01 15:00:00,46.7296442053514,-116.99680233515984
2021-09-01 16:00:00,46.728848694654516,-116.9950355416789
2021-09-01 17:00:00,46.72886118132411,-116.9948328950682
2021-09-01 18:00:00,46.72863894333817,-116.99297225016157
2021-09-01 19:00:00,46.72858138249609,-116.99302101059494
2021-09-01 20:00:00,46.72825441097327,-116.99483219644259
2021-09-01 21:00:00,46.72838314860835,-116.9939506646282
2021-09-01 22:00:00,46.72897199621539,-116.99332148669698
2021-09-01 23:00:00,46.72932863380316,-116.99359119948865
2021-09-02 00:00:00,46.72993138521636,-116.99410935718457
2021-09-02 01:00:00,46.72927009513055,-116.99510063702651
2021-09-02 02:00:00,46.7279568456453,-116.99446683577142
2021-09-02 03:00:00,46.72924449726234,-116.99522623639741
2021-09-02 04:00:00,46.72911108832847,-116.99459854223191
2021-09-02 05:00:00,46.72909475492752,-116.99499091113786
2021-09-02 06:00:00,46.72951486466045,-116.99476252675497
2021-09-02 07:00:00,46.72974834343761,-116.99496788623004
2021-09-02 08:00:00,46.73050391198353,-116.99506403928116
2021-09-02 09:00:00,46.730500253584545,-116.9967587651011
2021-09-02 10:00:00,46.730954543277015,-116.99759933476453
2021-09-02 11:00:00,46.730943489351915,-116.99564288729361
2021-09-02 12:00:00,46.730858878993274,-116.99459829236022
2021-09-02 13:00:00,46.73031734984475,-116.9955863068386
2021-09-02 14:00:00,46.730862818281445,-116.99535823762801
2021-09-02 15:00:00,46.72984381757267,-116.99605603939857
2021-09-02 16:00:00,46.73010620751673,-116.99659767426951
2021-09-02 17:00:00,46.73001046702366,-116.99544498209494
2021-09-02 18:00:00,46.72926936555098,-116.99549508878052
2021-09-02 19:00:00,46.73010358143392,-116.99507700072303
2021-09-02 20:00:00,46.72979671908951,-116.99498348663624
2021-09-02 21:00:00,46.730105650037004,-116.99521335468137
2021-09-02 22:00:00,46.73029765389019,-116.99484545310465
2021-09-02 23:00:00,46.73084750966356,-116.9952219159887
2021-09-03 00:00:00,46.731147419909156,-116.99506328187115
2021-09-03 01:00:00,46.73140968069746,-116.99663008889783
2021-09-03 02:00:00,46.73110009395216,-116.99629317947573
2021-09-03 03:00:00,46.73194844167522,-116.99608579442817
2021-09-03 04:00:00,46.731523394439805,-116.99599008347073
2021-09-03 05:00:00,46.73109409987207,-116.9947571345909
2021-09-03 06:00:00,46.73199216781497,-116.99409148187414
2021-09-03 07:00:00,46.732566054419664,-116.99285723023726
2021-09-03 08:00:00,46.73212087917697,-116.99250274322551
2021-09-03 09:00:00,46.732384921109286,-116.99331759635884
2021-09-03 10:00:00,46.73169552031622,-116.9924477516655
2021-09-03 11:00:00,46.73164568705632,-116.99276578282068
2021-09-03 12:00:00,46.73144736624668,-116.99193163454136
2021-09-03 13:00:00,46.73153652309792,-116.9928564946353
2021-09-03 14:00:00,46.73140287049711,-116.99241691746624
2021-09-03 15:00:00,46.731238319250956,-116.99243454113505
2021-09-03 16:00:00,46.73086023002856,-116.99310348647535
2021-09-03 17:00:00,46.73120431796272,-116.99222948706739
2021-09-03 18:00:00,46.731402281702486,-116.99267493763179
2021-09-03 19:00:00,46.730942345619574,-116.99153001317354
2021-09-03 20:00:00,46.73112883004079,-116.99176470918937
2021-09-03 21:00:00,46.73045390902327,-116.99133413946879
2021-09-03 22:00:00,46.729358492561076,-116.99030270464384
2021-09-03 23:00:00,46.729552247695395,-116.99128035620446
2021-09-04 00:00:00,46.73024202637266,-116.99205568209972
2021-09-04 01:00:00,46.730520097223845,-116.99267608179672
2021-09-04 02:00:00,46.7303294313626,-116.99246967987077
2021-09-04 03:00:00,46.728996947079914,-116.99081185642981
2021-09-04 04:00:00,46.72931060338668,-116.99040426810673
2021-09-04 05:00:00,46.72959431099392,-116.99052839480932
2021-09-04 06:00:00,46.72968383670616,-116.98980689040096
2021-09-04 07:00:00,46.7297250627312,-116.99056845866019
2021-09-04 08:00:00,46.72995378818267,-116.98915041354347
2021-09-04 09:00:00,46.72938105290706,-116.98739838388227
2021-09-04 10:00:00,46.72861699534273,-116.98804970555308
2021-09-04 11:00:00,46.72882875687658,-116.9888516230549
2021-09-04 12:00:00,46.72889750922185,-116.99033755184367
2021-09-04 13:00:00,46.72835630638143,-116.99036665895511
2021-09-04 14:00:00,46.728226668927974,-116.99003376219271
2021-09-04 15:00:00,46.728878941298575,-116.9899897140376
2021-09-04 16:00:00,46.72822098230525,-116.98936793049451
2021-09-04 17:00:00,46.72765190554039,-116.99238340694093
2021-09-04 18:00:00,46.72832187283764,-116.99373941733936
2021-09-04 19:00:00,46.72904876812457,-116.99281876778382
2021-09-04 20:00:00,46.729193317066795,-116.99249789671383
2021-09-04 21:00:00,46.728704020135865,-116.99134406390105
2021-09-04 22:00:00,46.72867329461887,-116.9917694781102
2021-09-04 23:00:00,46.72828936698587,-116.99160512938018
2021-09-05 00:00:00,46.728712407456236,-116.99161047101124
2021-09-05 01:00:00,46.728782750729074,-116.9922160197285
2021-09-05 02:00:00,46.72912924373695,-116.99194428226572
2021-09-05 03:00:00,46.730158049688136,-116.99183317460455
2021-09-05 04:00:00,46.73014739939134,-116.99026480390732
2021-09-05 05:00:00,46.73046555828309,-116.99204699141336
2021-09-05 06:00:00,46.73020551885085,-116.99257601073715
2021-09-05 07:00:00,46.729672581299305,-116.99259364697085
2021-09-05 08:00:00,46.7300273852461,-116.99272116706497
2021-09-05 09:00:00,46.73022375679271,-116.99309190627244
2021-09-05 10:00:00,46.72978458649243,-116.99214830804577
2021-09-05 11:00:00,46.72985921592118,-116.99043039760755
2021-09-05 12:00:00,46.73024042448014,-116.9894262192874
2021-09-05 13:00:00,46.729634130694635,-116.98940104814277
2021-09-05 14:00:00,46.729935916737304,-116.98895027904086
2021-09-05 15:00:00,46.7300232433288,-116.98910603428473
2021-09-05 16:00:00,46.73010298272794,-116.98821383430874
2021-09-05 17:00:00,46.73043730708916,-116.9876882913044
2021-09-05 18:00:00,46.730831773901365,-116.98919774703727
2021-09-05 19:00:00,46.731314392928105,-116.98832840873926
2021-09-05 20:00:00,46.732017127211726,-116.99050829791449
2021-09-05 21:00:00,46.73250929880999,-116.98983475102595
2021-09-05 22:00:00,46.73241813969511,-116.98953371170482
2021-09-05 23:00:00,46.73255071182327,-116.99007071949023
2021-09-06 00:00:00,46.73255392236128,-116.99040412952775
2021-09-06 01:00:00,46.732369064194295,-116.9924827058089
2021-09-06 02:00:00,46.73206457432984,-116.99288694042419
2021-09-06 03:00:00,46.73323333609789,-116.99268189463997
2021-09-06 04:00:00,46.73291029581132,-116.99218891427432
2021-09-06 05:00:00,46.733547781431504,-116.99233900536824
2021-09-06 06:00:00,46.73391719650138,-116.99299526194504
2021-09-06 07:00:00,46.73349395765539,-116.99368849920373
2021-09-06 08:00:00,46.733245281492856,-116.99367745386606
2021-09-06 09:00:00,46.73277233921648,-116.99366439684007
2021-09-06 10:00:00,46.7327312766936,-116.99324122668709
2021-09-06 11:00:00,46.7325062675758,-116.99164286237509
2021-09-06 12:00:00,46.73304511010619,-116.9923998835531
2021-09-06 13:00:00,46.73196064516018,-116.99200249694854
2021-09-06 14:00:00,46.73117248331255,-116.99101971219112
2021-09-06 15:00:00,46.73175562564178,-116.99003958822064
2021-09-06 16:00:00,46.7316920126989,-116.99002959579725
2021-09-06 17:00:00,46.73082498083309,-116.990946037669
2021-09-06 18:00:00,46.730340592127625,-116.99090223819326
2021-09-06 19:00:00,46.730352062263144,-116.99102163827932
2021-09-06 20:00:00,46.730371579828436,-116.99214361513387
2021-09-06 21:00:00,46.73015400324234,-116.99002530964606
2021-09-06 22:00:00,46.72989409279599,-116.99084410691108
2021-09-06 23:00:00,46.72978672350171,-116.99077742810162
2021-09-07 00:00:00,46.7299105446232,-116.99155697313023
2021-09-07 01:00:00,46.72952384716442,-116.99144487254593
2021-09-07 02:00:00,46.72949785648033,-116.99040945133197
2021-09-07 03:00:00,46.73003920591851,-116.9913657974984
2021-09-07 04:00:00,46.730144531186426,-116.99192433277966
2021-09-07 05:00:00,46.73059197067979,-116.99176762099184
2021-09-07 06:00:00,46.73083110782993,-116.99212122746441
2021-09-07 07:00:00,46.73086053870346,-116.99022026263897
2021-09-07 08:00:00,46.73011644389588,-116.98992204740011
2021-09-07 09:00:00,46.730040733844355,-116.99091271889327
2021-09-07 10:00:00,46.730356457645065,-116.99147423121074
2021-09-07 11:00:00,46.73134679628499,-116.99273534158503
2021-09-07 12:00:00,46.73155119419426,-116.99298457181722
2021-09-07 13:00:00,46.73066329686188,-116.99371730110175
2021-09-07 14:00:00,46.73125920661953,-116.99254296201826
2021-09-07 15:00:00,46.73015539177061,-116.99226171334422
2021-09-07 16:00:00,46.7304904929194,-116.99333337750228
2021-09-07 17:00:00,46.730013116365406,-116.99383299865539
2021-09-07 18:00:00,46.7299738336211,-116.99328674448039
2021-09-07 19:00:00,46.73021073099309,-116.99427238718663
2021-09-07 20:00:00,46.730684647816915,-116.99431933115723
2021-09-07 21:00:00,46.730406509538874,-116.99386460694183
2021-09-07 22:00:00,46.73008859464595,-116.99366217635152
2021-09-07 23:00:00,46.73037425639995,-116.99381090065764
2021-09-08 00:00:00,46.72995603628572,-116.99448196388214
2021-09-08 01:00:00,46.73065423997053,-116.99417445889327
2021-09-08 02:00:00,46.73035789137806,-116.99514449153897
2021-09-08 03:00:00,46.73018944303381,-116.9934123017557
2021-09-08 04:00:00,46.730471075857125,-116.99458829161702
2021-09-08 05:00:00,46.73132039871875,-116.99559674500857
2021-09-08 06:00:00,46.73102364656064,-116.99743783789071
2021-09-08 07:00:00,46.73112069959178,-116.99780684227689
2021-09-08 08:00:00,46.73052781941609,-116.99708632543368
2021-09-08 09:00:00,46.73094132654652,-116.9970661924179
2021-09-08 10:00:00,46.73119126026268,-116.99660782854544
2021-09-08 11:00:00,46.731677870344924,-116.99810865156829
2021-09-08 12:00:00,46.732448701096374,-116.99768251205053
2021-09-08 13:00:00,46.73267473723705,-116.99768226049093
2021-09-08 14:00:00,46.73298918489567,-116.99851110639362
2021-09-08 15:00:00,46.733018558213615,-116.99874204416808
2021-09-08 16:00:00,46.73405642402797,-116.99930766284965
2021-09-08 17:00:00,46.73449431845523,-116.99952692788558
2021-09-08 18:00:00,46.7344447705103,-116.99974938064513
2021-09-08 19:00:00,46.734084854279786,-117.00041896923034
2021-09-08 20:00:00,46.73380523621717,-116.99874495284294
2021-09-08 21:00:00,46.73335614897695,-116.99976924807974
2021-09-08 22:00:00,46.73380315951054,-116.99948459399876
2021-09-08 23:00:00,46.73360946157132,-116.99940971490103
2021-09-09 00:00:00,46.73377401274596,-116.99720242483912
2021-09-09 01:00:00,46.733938479291304,-116.99785267277844
2021-09-09 02:00:00,46.73354025083176,-116.99586707590211
2021-09-09 03:00:00,46.73389748579587,-116.99547540064853
2021-09-09 04:00:00,46.734382052760644,-116.99493470187039
2021-09-09 05:00:00,46.734753643536685,-116.99557995422973
2021-09-09 06:00:00,46.73420634010952,-116.9949078861468
2021-09-09 07:00:00,46.73469965482977,-116.9947653412505
2021-09-09 08:00:00,46.73505595611135,-116.99381409109724
2021-09-09 09:00:00,46.7349201085329,-116.99379900155058
2021-09-09 10:00:00,46.735728326208466,-116.99379953113502
2021-09-09 11:00:00,46.73621495584619,-116.99371186574416
2021-09-09 12:00:00,46.73692822182707,-116.9920359051993
2021-09-09 13:00:00,46.73673577300848,-116.99078558722285
2021-09-09 14:00:00,46.73705276441987,-116.9894855907582
2021-09-09 15:00:00,46.7372919087827,-116.98913447569412
2021-09-09 16:00:00,46.73653304728152,-116.98779732694153
2021-09-09 17:00:00,46.73636829732385,-116.98824979032122
2021-09-09 18:00:00,46.73643866448964,-116.98775049416912
2021-09-09 19:00:00,46.73641729584468,-116.98586843473979
2021-09-09 20:00:00,46.73674572788763,-116.98701347788607
2021-09-09 21:00:00,46.73636423624107,-116.98576067839458
2021-09-09 22:00:00,46.73652844480745,-116.98659445697662
2021-09-09 23:00:00,46.73696168957332,-116.98716860976575
2021-09-10 00:00:00,46.73645967020684,-116.9866796522891
2021-09-10 01:00:00,46.73700818275039,-116.98694656533631
2021-09-10 02:00:00,46.73708805879119,-116.98822156820238
2021-09-10 03:00:00,46.73780451375267,-116.9884139089778
2021-09-10 04:00:00,46.738489809960505,-116.9871436543504
2021-09-10 05:00:00,46.73879098705921,-116.98759790301399
2021-09-10 06:00:00,46.73931776975593,-116.9895269762391
2021-09-10 07:00:00,46.739476289963115,-116.98877945884195
2021-09-10 08:00:00,46.73952683560435,-116.99060364636586
2021-09-10 09:00:00,46.7381571449172,-116.99066428013921
2021-09-10 10:00:00,46.73818760561466,-116.98851421789966
2021-09-10 11:00:00,46.73791932186367,-116.98926590224097
2021-09-10 12:00:00,46.73757447382106,-116.98913087878528
2021-09-10 13:00:00,46.73836629535603,-116.98945943344997
2021-09-10 14:00:00,46.738006695889304,-116.98812206244202
2021-09-10 15:00:00,46.73693143689036,-116.98876810144493
2021-09-10 16:00:00,46.7373932056572,-116.98816137336576
2021-09-10 17:00:00,46.73726325257416,-116.98688414978064
2021-09-10 18:00:00,46.73718576724459,-116.98777364067381
2021-09-10 19:00:00,46.737977776686336,-116.98809082011083
2021-09-10 20:00:00,46.737393171110746,-116.98791326913437
2021-09-10 21:00:00,46.73748316655145,-116.9905074178435
2021-09-10 22:00:00,46.737541056895594,-116.98975806160493
2021-09-10 23:00:00,46.73735392286618,-116.98903260107002
2021-09-11 00:00:00,46.73703998434281,-116.9911520292107
2021-09-11 01:00:00,46.737840046787476,-116.98927100192543
2021-09-11 02:00:00,46.73709048647338,-116.98744042768016
2021-09-11 03:00:00,46.73685814579026,-116.98746405816598
2021-09-11 04:00:00,46.73704475882174,-116.98728405954509
2021-09-11 05:00:00,46.736412888903054,-116.9878868149524
2021-09-11 06:00:00,46.736323090358425,-116.9878256524873
2021-09-11 07:00:00,46.73650836400121,-116.98634052913603
2021-09-11 08:00:00,46.73631514930631,-116.98552381120001
2021-09-11 09:00:00,46.73669815431314,-116.98457231554649
2021-09-11 10:00:00,46.73670227742483,-116.98491077630082
2021-09-11 11:00:00,46.737198941024864,-116.98403832016342
2021-09-11 12:00:00,46.738204479956856,-116.98432129234428
2021-09-11 13:00:00,46.73847894326179,-116.98521151366708
2021-09-11 14:00:00,46.73837301060133,-116.9831578572263
2021-09-11 15:00:00,46.738479781489794,-116.98359726373009
2021-09-11 16:00:00,46.73878899946673,-116.98386968425967
2021-09-11 17:00:00,46.73788765538582,-116.98347041618742
2021-09-11 18:00:00,46.73776876185054,-116.98347346003253
2021-09-11 19:00:00,46.737656053967456,-116.98310563403395
